Region,Event,Player,Team Abbreviated,Team,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,CW,CP,KMax,K,D,A,FK,FD
Pacific,Champions Tour 2024: Pacific Stage 1,iZu,T1,T1,531,0.93,184.7,0.88,0.7,121.3,0.65,0.34,0.09,0.12,0.27,0.24,13/55,13,55,26,347,395,180,49,64
Pacific,Champions Tour 2024: Pacific Stage 1,Zest,BLD,BLEED,294,0.93,175.6,0.9,0.69,116.6,0.62,0.26,0.05,0.07,0.26,0.11,4/36,4,36,24,181,202,76,16,21
Pacific,Champions Tour 2024: Pacific Stage 1,NDG,TS,Team Secret,382,0.93,186.4,0.92,0.7,122.7,0.66,0.23,0.1,0.05,0.24,0.07,4/55,4,55,22,254,277,87,37,21
Pacific,Champions Tour 2024: Pacific Stage 1,Surf,TLN,Talon Esports,248,0.92,169.6,0.9,0.68,119.2,0.59,0.19,0.08,0.07,0.38,0.1,2/20,2,20,23,146,163,46,20,17
Pacific,Champions Tour 2024: Pacific Stage 1,Crws,TLN,Talon Esports,339,0.92,159.4,0.86,0.69,108,0.56,0.27,0.04,0.07,0.26,0.16,6/37,6,37,23,190,221,92,15,23
Pacific,Champions Tour 2024: Pacific Stage 1,Carpe,T1,T1,531,0.91,169.4,0.85,0.72,112.5,0.61,0.33,0.06,0.08,0.26,0.08,4/53,4,53,24,322,380,173,33,40
Pacific,Champions Tour 2024: Pacific Stage 1,Anthem,DFM,DetonatioN FocusMe,284,0.9,159,0.81,0.69,109.3,0.56,0.36,0.04,0.08,0.25,0.13,5/38,5,38,20,160,197,101,12,22
Pacific,Champions Tour 2024: Pacific Stage 1,Estrella,RRQ,Rex Regum Qeon,204,0.89,157.4,0.79,0.75,105.8,0.54,0.39,0.05,0.07,0.27,0.09,3/32,3,32,15,110,140,79,11,14
Pacific,Champions Tour 2024: Pacific Stage 1,Retla,BLD,BLEED,294,0.88,163.9,0.89,0.73,108.1,0.57,0.2,0.05,0.07,0.25,0.14,5/37,5,37,16,169,189,60,16,22
Pacific,Champions Tour 2024: Pacific Stage 1,SSeeS,DFM,DetonatioN FocusMe,284,0.88,151.1,0.78,0.7,97.5,0.55,0.34,0.05,0.06,0.31,0.1,4/39,4,39,18,155,198,97,13,17
Pacific,Champions Tour 2024: Pacific Stage 1,Benkai,GE,Global Esports,302,0.88,166.4,0.89,0.69,118.4,0.59,0.16,0.06,0.07,0.24,0.02,1/47,1,47,20,177,200,49,17,20
Pacific,Champions Tour 2024: Pacific Stage 1,hiroronn,ZETA,ZETA DIVISION,299,0.87,164.6,0.76,0.73,104.1,0.56,0.39,0.06,0.12,0.32,0.16,5/31,5,31,20,167,220,116,19,37
Pacific,Champions Tour 2024: Pacific Stage 1,Deryeon,BLD,BLEED,294,0.86,170.2,0.8,0.72,112.2,0.59,0.27,0.08,0.09,0.3,0.03,1/37,1,37,18,173,217,80,24,27
Pacific,Champions Tour 2024: Pacific Stage 1,yay,BLD,BLEED,294,0.86,190.4,0.83,0.67,126.2,0.64,0.17,0.19,0.22,0.23,0.25,4/16,4,16,20,187,225,49,55,66
Pacific,Champions Tour 2024: Pacific Stage 1,Medusa,DFM,DetonatioN FocusMe,284,0.85,187.2,0.87,0.71,122.2,0.63,0.27,0.1,0.13,0.31,0.08,3/39,3,39,19,178,204,78,29,38
Pacific,Champions Tour 2024: Pacific Stage 1,fl,RRQ,Rex Regum Qeon,244,0.82,156.2,0.74,0.66,108,0.54,0.29,0.08,0.12,0.27,0.22,6/27,6,27,23,132,178,70,20,29
Pacific,Champions Tour 2024: Pacific Stage 1,neth,DFM,DetonatioN FocusMe,284,0.79,160.9,0.79,0.66,108.5,0.57,0.2,0.06,0.11,0.24,0.12,5/41,5,41,23,162,204,56,16,32
Pacific,Champions Tour 2024: Pacific Stage 1,2ge,RRQ,Rex Regum Qeon,40,0.71,122,0.7,0.68,81.6,0.48,0.1,0,0.08,0.29,0.00,0/6,0,6,10,19,27,4,0,3
Pacific,Champions Tour 2024: Pacific Stage 2,d,PRX,Paper Rex,436,1.19,212.6,1.22,0.78,141.4,0.75,0.36,0.08,0.06,0.27,0.18,9/50,9,50,25,326,267,157,37,28
Pacific,Champions Tour 2024: Pacific Stage 2,Sayaplayer,T1,T1,268,1.18,227.2,1.37,0.75,145.5,0.85,0.12,0.18,0.11,0.27,0.11,4/36,4,36,24,228,167,32,48,29
Pacific,Champions Tour 2024: Pacific Stage 2,Karon,GEN,Gen.G,480,1.17,207.5,1.24,0.79,134,0.78,0.43,0.09,0.05,0.36,0.15,10/65,10,65,28,372,299,204,44,24
Pacific,Champions Tour 2024: Pacific Stage 2,f,PRX,Paper Rex,436,1.17,228.3,1.18,0.78,147,0.8,0.47,0.1,0.09,0.29,0.07,2/30,2,30,22,349,296,203,42,39
Pacific,Champions Tour 2024: Pacific Stage 2,invy,TS,Team Secret,290,1.12,200.9,1.1,0.75,133.1,0.71,0.5,0.07,0.06,0.27,0.11,4/37,4,37,24,207,189,145,21,17
Pacific,Champions Tour 2024: Pacific Stage 2,Munchkin,GEN,Gen.G,480,1.11,193,1.01,0.78,126.5,0.63,0.55,0.09,0.09,0.2,0.1,5/49,5,49,34,302,298,264,42,41
Pacific,Champions Tour 2024: Pacific Stage 2,t,GEN,Gen.G,480,1.1,229.6,1.2,0.7,148.3,0.82,0.16,0.21,0.14,0.27,0.14,3/22,3,22,27,394,329,79,99,69
Pacific,Champions Tour 2024: Pacific Stage 2,Jemkin,RRQ,Rex Regum Qeon,328,1.1,218.3,1.22,0.78,144,0.8,0.18,0.13,0.13,0.3,0.27,7/26,7,26,27,261,214,60,41,41
Pacific,Champions Tour 2024: Pacific Stage 2,BuZz,DRX,DRX,590,1.09,241.5,1.15,0.69,153.2,0.84,0.15,0.17,0.16,0.21,0.29,14/49,14,49,33,498,434,87,98,95
Pacific,Champions Tour 2024: Pacific Stage 2,something,PRX,Paper Rex,436,1.08,207.2,1.11,0.72,134.1,0.75,0.19,0.16,0.11,0.29,0.15,8/55,8,55,20,329,296,84,69,50
Pacific,Champions Tour 2024: Pacific Stage 2,2ge,TS,Team Secret,290,1.08,196.2,1.08,0.73,126,0.7,0.34,0.08,0.08,0.3,0.25,9/36,9,36,20,202,187,100,24,22
Pacific,Champions Tour 2024: Pacific Stage 2,iZu,T1,T1,268,1.08,253.8,1.2,0.75,167.5,0.88,0.19,0.16,0.14,0.23,0.06,1/16,1,16,26,236,196,51,44,38
