Region,Event,Player,Team Abbreviated,Team,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,CW,CP,KMax,K,D,A,FK,FD
China,Champions Tour 2024: China Stage 2,AAAAY,FPX,FunPlus Phoenix,599,,192.1,1.03,,130.1,0.7,0.32,0.06,0.06,,,,,,23,417,404,192,33,34
China,Champions Tour 2024: China Stage 2,BerLIN,FPX,FunPlus Phoenix,599,,186.7,0.89,,124.8,0.63,0.39,0.08,0.11,,,,,,19,375,421,236,50,66
China,Champions Tour 2024: China Stage 2,Lysoar,FPX,FunPlus Phoenix,599,,196.6,1.03,,129.3,0.68,0.37,0.05,0.05,,,,,,25,408,398,220,32,30
China,Champions Tour 2024: China Stage 2,Life,FPX,FunPlus Phoenix,599,,217.7,1,,136.3,0.75,0.14,0.22,0.22,,,,,,26,450,449,82,129,130
China,Champions Tour 2024: China Stage 2,Nicc,DRG,Dragon Ranger Gaming,193,,172.1,0.84,,116.2,0.59,0.49,0.04,0.11,,,,,,18,114,136,94,7,21
China,Champions Tour 2024: China Stage 2,FengF,TE,Trace Esports,493,,217.4,1.09,,150.5,0.77,0.18,0.14,0.12,,,,,,30,382,350,91,69,61
China,Champions Tour 2024: China Stage 2,heybay,TE,Trace Esports,493,,166.2,0.83,,108.5,0.58,0.43,0.06,0.06,,,,,,25,288,345,214,30,28
China,Champions Tour 2024: China Stage 2,Kai,TE,Trace Esports,493,,220.1,1.12,,142.4,0.81,0.19,0.15,0.13,,,,,,28,399,355,94,75,62
China,Champions Tour 2024: China Stage 2,LuoK1ng,TE,Trace Esports,493,,179.3,0.91,,113.3,0.64,0.38,0.06,0.07,,,,,,22,316,348,185,29,34
China,Champions Tour 2024: China Stage 2,Biank,TE,Trace Esports,493,,198.8,0.93,,125.9,0.68,0.31,0.1,0.12,,,,,,22,333,359,155,48,57
China,Champions Tour 2024: China Stage 2,Haodong,EDG,EDward Gaming,66,,123.3,0.53,,82.1,0.39,0.38,0.06,0.12,,,,,,11,26,49,25,4,8
China,Champions Tour 2024: China Stage 2,ZmjjKK,EDG,EDward Gaming,394,,259.4,1.25,,162.8,0.91,0.22,0.21,0.19,,,,,,30,359,288,88,82,74
China,Champions Tour 2024: China Stage 2,nobody,EDG,EDward Gaming,394,,203.2,0.99,,136.3,0.7,0.32,0.1,0.11,,,,,,21,274,278,128,38,42
China,Champions Tour 2024: China Stage 2,CHICHOO,EDG,EDward Gaming,394,,203.6,1.16,,131.6,0.75,0.28,0.05,0.06,,,,,,21,295,254,110,19,23
China,Champions Tour 2024: China Stage 2,Smoggy,EDG,EDward Gaming,394,,201.1,1.09,,135.2,0.71,0.31,0.08,0.11,,,,,,21,279,257,122,33,42
China,Champions Tour 2024: China Stage 2,Eren,TYL,TYLOO,209,,194.8,0.96,,132.4,0.72,0.19,0.06,0.1,,,,,,21,150,157,40,13,21
China,Champions Tour 2024: China Stage 2,S1Mon,EDG,EDward Gaming,328,,173.4,1,,115.6,0.64,0.41,0.04,0.05,,,,,,20,210,211,135,13,16
China,Champions Tour 2024: China Stage 2,TvirusLuke,DRG,Dragon Ranger Gaming,193,,225.6,0.9,,146.7,0.73,0.26,0.2,0.14,,,,,,24,140,156,50,38,27
China,Champions Tour 2024: China Stage 2,SiuFatBB,WOL,Wolves Esports,197,,160.9,0.98,,107.4,0.58,0.35,0.04,0.04,,,,,,18,114,116,68,7,8
China,Champions Tour 2024: China Stage 2,kawaii,TEC,Titan Esports Club,92,,172.8,0.86,,121.4,0.61,0.17,0.07,0.07,,,,,,18,56,65,16,6,6
China,Champions Tour 2024: China Stage 2,sword9,AG,All Gamers,263,,185.8,0.92,,119.9,0.64,0.26,0.06,0.11,,,,,,18,169,184,68,15,29
China,Champions Tour 2024: China Stage 2,LockM,TEC,Titan Esports Club,269,,163.2,0.83,,110.8,0.56,0.32,0.04,0.06,,,,,,20,150,180,86,10,16
China,Champions Tour 2024: China Stage 2,Rb,TEC,Titan Esports Club,269,,227.7,0.99,,147.3,0.78,0.23,0.13,0.18,,,,,,30,211,214,63,35,49
China,Champions Tour 2024: China Stage 2,AC,TEC,Titan Esports Club,269,,210.2,1.08,,133.4,0.74,0.43,0.06,0.07,,,,,,21,199,185,117,16,19
China,Champions Tour 2024: China Stage 2,stew,JDG,JDG Esports,267,,230.5,1.36,,151.8,0.85,0.13,0.16,0.15,,,,,,27,226,166,34,42,41
China,Champions Tour 2024: China Stage 2,Viva,JDG,JDG Esports,267,,218.2,1.31,,140,0.77,0.28,0.09,0.06,,,,,,21,206,157,76,25,15
China,Champions Tour 2024: China Stage 2,jkuro,JDG,JDG Esports,267,,175.7,0.86,,119.8,0.62,0.23,0.12,0.1,,,,,,22,166,192,61,31,28
China,Champions Tour 2024: China Stage 2,Z1yan,JDG,JDG Esports,267,,212.2,1.09,,136.6,0.75,0.37,0.09,0.07,,,,,,22,200,184,99,25,19
China,Champions Tour 2024: China Stage 2,YHchen,JDG,JDG Esports,267,,203.2,1.02,,127.9,0.69,0.37,0.08,0.07,,,,,,19,183,179,99,21,20
China,Champions Tour 2024: China Stage 2,bunt,AG,All Gamers,263,,182,0.96,,117.6,0.65,0.34,0.09,0.07,,,,,,20,171,179,90,23,18
China,Champions Tour 2024: China Stage 2,monk,AG,All Gamers,263,,194.5,0.88,,125.9,0.66,0.51,0.07,0.05,,,,,,22,173,196,133,18,13
China,Champions Tour 2024: China Stage 2,deLb,AG,All Gamers,263,,182,1.01,,122.3,0.68,0.17,0.06,0.06,,,,,,22,179,177,46,16,15
China,Champions Tour 2024: China Stage 2,Spitfires,AG,All Gamers,263,,229.1,1.03,,149,0.8,0.14,0.25,0.18,,,,,,25,210,203,37,67,48
China,Champions Tour 2024: China Stage 2,Ninebody,TYL,TYLOO,249,,251.6,1.19,,165.3,0.87,0.24,0.21,0.15,,,,,,26,217,183,59,53,37
China,Champions Tour 2024: China Stage 2,Yuicaw,WOL,Wolves Esports,197,,254,1.29,,167.5,0.92,0.38,0.14,0.07,,,,,,28,181,140,74,27,14
China,Champions Tour 2024: China Stage 2,AAK,TYL,TYLOO,40,,162.5,0.68,,109,0.53,0.18,0.05,0.13,,,,,,14,21,31,7,2,5
China,Champions Tour 2024: China Stage 2,Scales,TYL,TYLOO,249,,164.7,0.77,,109.4,0.56,0.51,0.08,0.09,,,,,,21,140,182,126,19,22
China,Champions Tour 2024: China Stage 2,hfmi0dzjc9z7,TYL,TYLOO,249,,186.2,0.93,,131.1,0.65,0.23,0.07,0.11,,,,,,22,163,176,58,17,27
China,Champions Tour 2024: China Stage 2,coldfish,TYL,TYLOO,249,,182.3,0.93,,118.9,0.65,0.31,0.08,0.05,,,,,,20,161,174,77,19,12
China,Champions Tour 2024: China Stage 2,whzy,BLG,Bilibili Gaming,370,,225.5,1.06,,146.2,0.8,0.21,0.21,0.17,,,,,,26,296,278,77,77,63
China,Champions Tour 2024: China Stage 2,Knight,BLG,Bilibili Gaming,370,,197.6,1,,132.2,0.68,0.41,0.07,0.07,,,,,,23,251,252,150,26,27
China,Champions Tour 2024: China Stage 2,Yosemite,BLG,Bilibili Gaming,370,,206,0.99,,140,0.71,0.29,0.09,0.09,,,,,,31,263,265,108,32,33
China,Champions Tour 2024: China Stage 2,Flex1n,BLG,Bilibili Gaming,370,,187.1,1.05,,118,0.65,0.5,0.06,0.08,,,,,,23,241,229,185,22,31
China,Champions Tour 2024: China Stage 2,nephh,BLG,Bilibili Gaming,370,,202.5,0.97,,128.5,0.7,0.46,0.09,0.07,,,,,,23,259,266,170,33,26
China,Champions Tour 2024: China Stage 2,pl1xx,WOL,Wolves Esports,197,,194.9,0.94,,127.7,0.66,0.4,0.07,0.07,,,,,,18,130,139,79,14,13
China,Champions Tour 2024: China Stage 2,Spring,WOL,Wolves Esports,197,,233.7,1.01,,157,0.79,0.23,0.21,0.23,,,,,,25,155,153,45,42,45
China,Champions Tour 2024: China Stage 2,aluba,WOL,Wolves Esports,197,,189.4,1,,121.5,0.7,0.24,0.08,0.06,,,,,,23,137,137,48,15,12
China,Champions Tour 2024: China Stage 2,B1ack,TEC,Titan Esports Club,177,,194.5,1.02,,118.2,0.68,0.41,0.07,0.06,,,,,,19,121,119,73,12,11
